id,texto,dominio,etiqueta,grupo_relevancia
267,El sistema todavía muestra saldo aunque ya realicé el depósito antes del cierre.,finanzas,pago,finanzas_pago
268,"Quiero saber cómo registrar el pago correspondiente al periodo, antes del cierre.",finanzas,pago,finanzas_pago
269,¿Cuánto tiempo tarda en reflejarse un depósito en el sistema antes del cierre.,finanzas,pago,finanzas_pago
270,"Busco información para comprobar que mi depósito fue reconocido, antes del cierre.",finanzas,pago,finanzas_pago
271,Realicé una transferencia y quiero verificar el estado del pago en el portal institucional.,finanzas,pago,finanzas_pago
272,"¿Dónde puedo consultar el comprobante de un pago registrado, en el portal institucional.",finanzas,pago,finanzas_pago
273,El portal todavía muestra saldo aunque ya realicé el depósito.,finanzas,pago,finanzas_pago
274,Quiero saber cómo registrar el pago correspondiente al periodo en el portal institucional.,finanzas,pago,finanzas_pago
275,"Necesito validar un pago que hice mediante transferencia bancaria, en el portal institucional.",finanzas,pago,finanzas_pago
276,Busco información para comprobar que mi depósito fue reconocido en el portal institucional.,finanzas,pago,finanzas_pago
277,"Requiero confirmar si mi pago de colegiatura ya fue aplicado, para este periodo.",finanzas,pago,finanzas_pago
278,¿Dónde puedo consultar el comprobante de un pago registrado para este periodo.,finanzas,pago,finanzas_pago
279,"El sistema todavía muestra saldo aunque ya realicé el depósito, para este periodo.",finanzas,pago,finanzas_pago
280,Necesito validar un pago que hice mediante transferencia bancaria para este periodo.,finanzas,pago,finanzas_pago
281,El banco mostró dos movimientos y el usuario pidió revisar cuál correspondía al servicio.,servicios,pago,servicios_cobro
282,Aparece un cargo duplicado en mi estado de cuenta del servicio hoy.,servicios,pago,servicios_cobro
283,"Necesito revisar un cobro que no reconozco en mi cuenta, hoy.",servicios,pago,servicios_cobro
284,El sistema muestra una comisión adicional que no esperaba.,servicios,pago,servicios_cobro
285,Quiero aclarar por qué se generó dos veces el mismo cargo hoy.,servicios,pago,servicios_cobro
286,"Necesito comprobar el origen de un cobro registrado esta semana, hoy.",servicios,pago,servicios_cobro
287,Mi cuenta presenta un importe diferente al que debía pagar.,servicios,pago,servicios_cobro
288,¿Dónde solicito la revisión de un cargo aplicado incorrectamente hoy.,servicios,pago,servicios_cobro
289,"Quiero reportar una diferencia entre el cobro y el servicio contratado, hoy.",servicios,pago,servicios_cobro
290,Aparece un cargo duplicado en mi estado de cuenta del servicio.,servicios,pago,servicios_cobro
291,Necesito revisar un cobro que no reconozco en mi cuenta esta semana.,servicios,pago,servicios_cobro
292,"El sistema muestra una comisión adicional que no esperaba, esta semana.",servicios,pago,servicios_cobro
293,Quiero aclarar por qué se generó dos veces el mismo cargo.,servicios,pago,servicios_cobro
294,Necesito comprobar el origen de un cobro registrado esta semana esta semana.,servicios,pago,servicios_cobro
295,"Mi cuenta presenta un importe diferente al que debía pagar, esta semana.",servicios,pago,servicios_cobro
296,¿Dónde solicito la revisión de un cargo aplicado incorrectamente?,servicios,pago,servicios_cobro
297,Quiero reportar una diferencia entre el cobro y el servicio contratado esta semana.,servicios,pago,servicios_cobro
298,"Aparece un cargo duplicado en mi estado de cuenta del servicio, desde ayer.",servicios,pago,servicios_cobro
299,Necesito revisar un cobro que no reconozco en mi cuenta.,servicios,pago,servicios_cobro
300,El sistema muestra una comisión adicional que no esperaba desde ayer.,servicios,pago,servicios_cobro
301,"Quiero aclarar por qué se generó dos veces el mismo cargo, desde ayer.",servicios,pago,servicios_cobro
302,Necesito comprobar el origen de un cobro registrado esta semana.,servicios,pago,servicios_cobro
303,Mi cuenta presenta un importe diferente al que debía pagar desde ayer.,servicios,pago,servicios_cobro
304,"¿Dónde solicito la revisión de un cargo aplicado incorrectamente, desde ayer.",servicios,pago,servicios_cobro
305,Quiero reportar una diferencia entre el cobro y el servicio contratado.,servicios,pago,servicios_cobro
306,Aparece un cargo duplicado en mi estado de cuenta del servicio antes del cierre.,servicios,pago,servicios_cobro
307,"Necesito revisar un cobro que no reconozco en mi cuenta, antes del cierre.",servicios,pago,servicios_cobro
308,Quiero aclarar por qué se generó dos veces el mismo cargo antes del cierre.,servicios,pago,servicios_cobro
309,"Necesito comprobar el origen de un cobro registrado esta semana, antes del cierre.",servicios,pago,servicios_cobro
310,¿Dónde solicito la revisión de un cargo aplicado incorrectamente antes del cierre.,servicios,pago,servicios_cobro
311,"Quiero reportar una diferencia entre el cobro y el servicio contratado, antes del cierre.",servicios,pago,servicios_cobro
312,Necesito revisar un cobro que no reconozco en mi cuenta en el portal institucional.,servicios,pago,servicios_cobro
313,"El sistema muestra una comisión adicional que no esperaba, en el portal institucional.",servicios,pago,servicios_cobro
314,Necesito comprobar el origen de un cobro registrado esta semana en el portal institucional.,servicios,pago,servicios_cobro
315,"Mi cuenta presenta un importe diferente al que debía pagar, en el portal institucional.",servicios,pago,servicios_cobro
316,Quiero reportar una diferencia entre el cobro y el servicio contratado en el portal institucional.,servicios,pago,servicios_cobro
317,"Aparece un cargo duplicado en mi estado de cuenta del servicio, para este periodo.",servicios,pago,servicios_cobro
318,El sistema muestra una comisión adicional que no esperaba para este periodo.,servicios,pago,servicios_cobro
319,"Quiero aclarar por qué se generó dos veces el mismo cargo, para este periodo.",servicios,pago,servicios_cobro
320,Mi cuenta presenta un importe diferente al que debía pagar para este periodo.,servicios,pago,servicios_cobro
321,La asesora habló con la clienta cuando ella pidió terminar el servicio antes del próximo cobro.,servicios,cancelacion,servicios_cancelacion
322,Quiero cancelar el servicio antes del siguiente periodo de cobro hoy.,servicios,cancelacion,servicios_cancelacion
323,"Necesito dar de baja mi suscripción porque ya no la utilizaré, hoy.",servicios,cancelacion,servicios_cancelacion
324,¿Qué procedimiento debo seguir para cancelar el plan contratado?,servicios,cancelacion,servicios_cancelacion
325,Solicito terminar el servicio y evitar cargos posteriores hoy.,servicios,cancelacion,servicios_cancelacion
326,"Quiero cerrar mi suscripción al finalizar el periodo actual, hoy.",servicios,cancelacion,servicios_cancelacion
327,Necesito cancelar la renovación automática de mi plan.,servicios,cancelacion,servicios_cancelacion
328,¿Dónde puedo solicitar la baja definitiva del servicio hoy.,servicios,cancelacion,servicios_cancelacion
329,"Quiero finalizar el contrato sin generar un nuevo cobro, hoy.",servicios,cancelacion,servicios_cancelacion
330,Quiero cancelar el servicio antes del siguiente periodo de cobro.,servicios,cancelacion,servicios_cancelacion
331,Necesito dar de baja mi suscripción porque ya no la utilizaré esta semana.,servicios,cancelacion,servicios_cancelacion
332,"¿Qué procedimiento debo seguir para cancelar el plan contratado, esta semana.",servicios,cancelacion,servicios_cancelacion
333,Solicito terminar el servicio y evitar cargos posteriores.,servicios,cancelacion,servicios_cancelacion
334,Quiero cerrar mi suscripción al finalizar el periodo actual esta semana.,servicios,cancelacion,servicios_cancelacion
335,"Necesito cancelar la renovación automática de mi plan, esta semana.",servicios,cancelacion,servicios_cancelacion
336,¿Dónde puedo solicitar la baja definitiva del servicio?,servicios,cancelacion,servicios_cancelacion
337,Quiero finalizar el contrato sin generar un nuevo cobro esta semana.,servicios,cancelacion,servicios_cancelacion
338,"Quiero cancelar el servicio antes del siguiente periodo de cobro, desde ayer.",servicios,cancelacion,servicios_cancelacion
339,Necesito dar de baja mi suscripción porque ya no la utilizaré.,servicios,cancelacion,servicios_cancelacion
340,¿Qué procedimiento debo seguir para cancelar el plan contratado desde ayer.,servicios,cancelacion,servicios_cancelacion
341,"Solicito terminar el servicio y evitar cargos posteriores, desde ayer.",servicios,cancelacion,servicios_cancelacion
342,Quiero cerrar mi suscripción al finalizar el periodo actual.,servicios,cancelacion,servicios_cancelacion
343,Necesito cancelar la renovación automática de mi plan desde ayer.,servicios,cancelacion,servicios_cancelacion
344,"¿Dónde puedo solicitar la baja definitiva del servicio, desde ayer.",servicios,cancelacion,servicios_cancelacion
345,Quiero finalizar el contrato sin generar un nuevo cobro.,servicios,cancelacion,servicios_cancelacion
346,Quiero cancelar el servicio antes del siguiente periodo de cobro antes del cierre.,servicios,cancelacion,servicios_cancelacion
347,"Necesito dar de baja mi suscripción porque ya no la utilizaré, antes del cierre.",servicios,cancelacion,servicios_cancelacion
348,Solicito terminar el servicio y evitar cargos posteriores antes del cierre.,servicios,cancelacion,servicios_cancelacion
349,"Quiero cerrar mi suscripción al finalizar el periodo actual, antes del cierre.",servicios,cancelacion,servicios_cancelacion
350,¿Dónde puedo solicitar la baja definitiva del servicio antes del cierre.,servicios,cancelacion,servicios_cancelacion
351,"Quiero finalizar el contrato sin generar un nuevo cobro, antes del cierre.",servicios,cancelacion,servicios_cancelacion
352,Necesito dar de baja mi suscripción porque ya no la utilizaré en el portal institucional.,servicios,cancelacion,servicios_cancelacion
353,"¿Qué procedimiento debo seguir para cancelar el plan contratado, en el portal institucional.",servicios,cancelacion,servicios_cancelacion
354,Quiero cerrar mi suscripción al finalizar el periodo actual en el portal institucional.,servicios,cancelacion,servicios_cancelacion
355,"Necesito cancelar la renovación automática de mi plan, en el portal institucional.",servicios,cancelacion,servicios_cancelacion
356,Quiero finalizar el contrato sin generar un nuevo cobro en el portal institucional.,servicios,cancelacion,servicios_cancelacion
357,"Quiero cancelar el servicio antes del siguiente periodo de cobro, para este periodo.",servicios,cancelacion,servicios_cancelacion
358,¿Qué procedimiento debo seguir para cancelar el plan contratado para este periodo.,servicios,cancelacion,servicios_cancelacion
359,"Solicito terminar el servicio y evitar cargos posteriores, para este periodo.",servicios,cancelacion,servicios_cancelacion
360,Necesito cancelar la renovación automática de mi plan para este periodo.,servicios,cancelacion,servicios_cancelacion
361,Quiero solicitar la baja de una materia antes de la fecha límite hoy.,educacion,cancelacion,educacion_baja
362,"Necesito cancelar mi inscripción al curso optativo, hoy.",educacion,cancelacion,educacion_baja
363,¿Cómo puedo dar de baja una asignatura de mi carga académica?,educacion,cancelacion,educacion_baja
364,Solicito retirar una materia que registré por error hoy.,educacion,cancelacion,educacion_baja
365,"Quiero cancelar mi participación en el curso de este periodo, hoy.",educacion,cancelacion,educacion_baja
366,Necesito saber el procedimiento para una baja académica.,educacion,cancelacion,educacion_baja
367,¿Dónde presento la solicitud para retirar una asignatura hoy.,educacion,cancelacion,educacion_baja
368,"Quiero eliminar una materia antes de que cierre el periodo de cambios, hoy.",educacion,cancelacion,educacion_baja
369,Quiero solicitar la baja de una materia antes de la fecha límite.,educacion,cancelacion,educacion_baja
370,Necesito cancelar mi inscripción al curso optativo esta semana.,educacion,cancelacion,educacion_baja
371,"¿Cómo puedo dar de baja una asignatura de mi carga académica, esta semana.",educacion,cancelacion,educacion_baja
372,Solicito retirar una materia que registré por error.,educacion,cancelacion,educacion_baja
373,Quiero cancelar mi participación en el curso de este periodo esta semana.,educacion,cancelacion,educacion_baja
374,"Necesito saber el procedimiento para una baja académica, esta semana.",educacion,cancelacion,educacion_baja
375,¿Dónde presento la solicitud para retirar una asignatura?,educacion,cancelacion,educacion_baja
376,Quiero eliminar una materia antes de que cierre el periodo de cambios esta semana.,educacion,cancelacion,educacion_baja
377,"Quiero solicitar la baja de una materia antes de la fecha límite, desde ayer.",educacion,cancelacion,educacion_baja
378,Necesito cancelar mi inscripción al curso optativo.,educacion,cancelacion,educacion_baja
379,¿Cómo puedo dar de baja una asignatura de mi carga académica desde ayer.,educacion,cancelacion,educacion_baja
380,"Solicito retirar una materia que registré por error, desde ayer.",educacion,cancelacion,educacion_baja
381,Quiero cancelar mi participación en el curso de este periodo.,educacion,cancelacion,educacion_baja
382,Necesito saber el procedimiento para una baja académica desde ayer.,educacion,cancelacion,educacion_baja
383,"¿Dónde presento la solicitud para retirar una asignatura, desde ayer.",educacion,cancelacion,educacion_baja
384,Quiero eliminar una materia antes de que cierre el periodo de cambios.,educacion,cancelacion,educacion_baja
385,Quiero solicitar la baja de una materia antes de la fecha límite antes del cierre.,educacion,cancelacion,educacion_baja
386,"Necesito cancelar mi inscripción al curso optativo, antes del cierre.",educacion,cancelacion,educacion_baja
387,Solicito retirar una materia que registré por error antes del cierre.,educacion,cancelacion,educacion_baja
388,"Quiero cancelar mi participación en el curso de este periodo, antes del cierre.",educacion,cancelacion,educacion_baja
389,¿Dónde presento la solicitud para retirar una asignatura antes del cierre.,educacion,cancelacion,educacion_baja
390,"Quiero eliminar una materia antes de que cierre el periodo de cambios, antes del cierre.",educacion,cancelacion,educacion_baja
391,Necesito cancelar mi inscripción al curso optativo en el portal institucional.,educacion,cancelacion,educacion_baja
392,"¿Cómo puedo dar de baja una asignatura de mi carga académica, en el portal institucional.",educacion,cancelacion,educacion_baja
393,Quiero cancelar mi participación en el curso de este periodo en el portal institucional.,educacion,cancelacion,educacion_baja
394,"Necesito saber el procedimiento para una baja académica, en el portal institucional.",educacion,cancelacion,educacion_baja
395,Quiero eliminar una materia antes de que cierre el periodo de cambios en el portal institucional.,educacion,cancelacion,educacion_baja
396,"Quiero solicitar la baja de una materia antes de la fecha límite, para este periodo.",educacion,cancelacion,educacion_baja
397,¿Cómo puedo dar de baja una asignatura de mi carga académica para este periodo.,educacion,cancelacion,educacion_baja
398,"Solicito retirar una materia que registré por error, para este periodo.",educacion,cancelacion,educacion_baja
399,Necesito saber el procedimiento para una baja académica para este periodo.,educacion,cancelacion,educacion_baja
400,"¿Dónde presento la solicitud para retirar una asignatura, para este periodo.",educacion,cancelacion,educacion_baja
401,La médica avisó a la enfermera que ella debía atender de inmediato al estudiante.,salud,urgencia,salud_urgencia
402,Requiero atención médica inmediata porque una persona se desmayó hoy.,salud,urgencia,salud_urgencia
403,"Un estudiante tiene dificultad para respirar y requiere ayuda urgente, hoy.",salud,urgencia,salud_urgencia
404,Se presentó una reacción severa y necesitamos atención de emergencia.,salud,urgencia,salud_urgencia
405,Una persona sufrió una caída y no puede levantarse hoy.,salud,urgencia,salud_urgencia
406,"Necesitamos apoyo médico inmediato por un accidente en el campus, hoy.",salud,urgencia,salud_urgencia
407,Un alumno presenta dolor intenso y requiere valoración urgente.,salud,urgencia,salud_urgencia
408,Hay una persona inconsciente y necesitamos contactar atención médica hoy.,salud,urgencia,salud_urgencia
409,"Se requiere atención inmediata por una lesión que está sangrando, hoy.",salud,urgencia,salud_urgencia
410,Necesito atención médica inmediata porque una persona se desmayó.,salud,urgencia,salud_urgencia
411,Un estudiante tiene dificultad para respirar y requiere ayuda urgente esta semana.,salud,urgencia,salud_urgencia
412,"Se presentó una reacción severa y necesitamos atención de emergencia, esta semana.",salud,urgencia,salud_urgencia
413,Una persona sufrió una caída y no puede levantarse.,salud,urgencia,salud_urgencia
414,Necesitamos apoyo médico inmediato por un accidente en el campus esta semana.,salud,urgencia,salud_urgencia
415,"Un alumno presenta dolor intenso y requiere valoración urgente, esta semana.",salud,urgencia,salud_urgencia
416,Hay una persona inconsciente y necesitamos contactar atención médica.,salud,urgencia,salud_urgencia
417,Se requiere atención inmediata por una lesión que está sangrando esta semana.,salud,urgencia,salud_urgencia
418,"Necesito atención médica inmediata porque una persona se desmayó, desde ayer.",salud,urgencia,salud_urgencia
419,Un estudiante tiene dificultad para respirar y requiere ayuda urgente.,salud,urgencia,salud_urgencia
420,Se presentó una reacción severa y necesitamos atención de emergencia desde ayer.,salud,urgencia,salud_urgencia
421,"Una persona sufrió una caída y no puede levantarse, desde ayer.",salud,urgencia,salud_urgencia
422,Necesitamos apoyo médico inmediato por un accidente en el campus.,salud,urgencia,salud_urgencia
423,Un alumno presenta dolor intenso y requiere valoración urgente desde ayer.,salud,urgencia,salud_urgencia
424,"Hay una persona inconsciente y necesitamos contactar atención médica, desde ayer.",salud,urgencia,salud_urgencia
425,Se requiere atención inmediata por una lesión que está sangrando.,salud,urgencia,salud_urgencia
426,Necesito atención médica inmediata porque una persona se desmayó antes del cierre.,salud,urgencia,salud_urgencia
427,"Un estudiante tiene dificultad para respirar y requiere ayuda urgente, antes del cierre.",salud,urgencia,salud_urgencia
428,Una persona sufrió una caída y no puede levantarse antes del cierre.,salud,urgencia,salud_urgencia
429,"Necesitamos apoyo médico inmediato por un accidente en el campus, antes del cierre.",salud,urgencia,salud_urgencia
430,Hay una persona inconsciente y necesitamos contactar atención médica antes del cierre.,salud,urgencia,salud_urgencia
431,"Se requiere atención inmediata por una lesión que está sangrando, antes del cierre.",salud,urgencia,salud_urgencia
432,Un estudiante tiene dificultad para respirar y requiere ayuda urgente en el portal institucional.,salud,urgencia,salud_urgencia
433,"Se presentó una reacción severa y necesitamos atención de emergencia, en el portal institucional.",salud,urgencia,salud_urgencia
434,Necesitamos apoyo médico inmediato por un accidente en el campus en el portal institucional.,salud,urgencia,salud_urgencia
435,"Un alumno presenta dolor intenso y requiere valoración urgente, en el portal institucional.",salud,urgencia,salud_urgencia
436,Se requiere atención inmediata por una lesión que está sangrando en el portal institucional.,salud,urgencia,salud_urgencia
437,"Requiero atención médica inmediata porque una persona se desmayó, para este periodo.",salud,urgencia,salud_urgencia
438,Se presentó una reacción severa y necesitamos atención de emergencia para este periodo.,salud,urgencia,salud_urgencia
439,"Una persona sufrió una caída y no puede levantarse, para este periodo.",salud,urgencia,salud_urgencia
440,Un alumno presenta dolor intenso y requiere valoración urgente para este periodo.,salud,urgencia,salud_urgencia
441,El personal observó al visitante con la cámara del acceso restringido.,seguridad,urgencia,seguridad_incidente
442,Requiero reportar un incidente de seguridad ocurrido dentro del campus hoy.,seguridad,urgencia,seguridad_incidente
443,"Una persona desconocida intenta ingresar a un área restringida, hoy.",seguridad,urgencia,seguridad_incidente
444,Se detectó un acceso no autorizado y necesitamos apoyo inmediato.,seguridad,urgencia,seguridad_incidente
445,Quiero reportar el robo de un objeto dentro de las instalaciones hoy.,seguridad,urgencia,seguridad_incidente
446,"Hay una situación de riesgo cerca del edificio principal, hoy.",seguridad,urgencia,seguridad_incidente
447,Necesitamos informar una amenaza recibida por un alumno.,seguridad,urgencia,seguridad_incidente
448,Se observó una conducta peligrosa y se requiere intervención hoy.,seguridad,urgencia,seguridad_incidente
449,"Quiero registrar un incidente que puede afectar la seguridad del grupo, hoy.",seguridad,urgencia,seguridad_incidente
450,Necesito reportar un incidente de seguridad ocurrido dentro del campus.,seguridad,urgencia,seguridad_incidente
451,Una persona desconocida intenta ingresar a un área restringida esta semana.,seguridad,urgencia,seguridad_incidente
452,"Se detectó un acceso no autorizado y necesitamos apoyo inmediato, esta semana.",seguridad,urgencia,seguridad_incidente
453,Quiero reportar el robo de un objeto dentro de las instalaciones.,seguridad,urgencia,seguridad_incidente
454,Hay una situación de riesgo cerca del edificio principal esta semana.,seguridad,urgencia,seguridad_incidente
455,"Necesitamos informar una amenaza recibida por un estudiante, esta semana.",seguridad,urgencia,seguridad_incidente
456,Se observó una conducta peligrosa y se requiere intervención.,seguridad,urgencia,seguridad_incidente
457,Quiero registrar un incidente que puede afectar la seguridad del grupo esta semana.,seguridad,urgencia,seguridad_incidente
458,"Necesito reportar un incidente de seguridad ocurrido dentro del campus, desde ayer.",seguridad,urgencia,seguridad_incidente
459,Una persona desconocida intenta ingresar a un área restringida.,seguridad,urgencia,seguridad_incidente
460,Se detectó un acceso no autorizado y necesitamos apoyo inmediato desde ayer.,seguridad,urgencia,seguridad_incidente
461,"Quiero reportar el robo de un objeto dentro de las instalaciones, desde ayer.",seguridad,urgencia,seguridad_incidente
462,Hay una situación de riesgo cerca del edificio principal.,seguridad,urgencia,seguridad_incidente
463,Necesitamos informar una amenaza recibida por un estudiante desde ayer.,seguridad,urgencia,seguridad_incidente
464,"Se observó una conducta peligrosa y se requiere intervención, desde ayer.",seguridad,urgencia,seguridad_incidente
465,Quiero registrar un incidente que puede afectar la seguridad del grupo.,seguridad,urgencia,seguridad_incidente
466,Necesito reportar un incidente de seguridad ocurrido dentro del campus antes del cierre.,seguridad,urgencia,seguridad_incidente
467,"Una persona desconocida intenta ingresar a un área restringida, antes del cierre.",seguridad,urgencia,seguridad_incidente
468,Quiero reportar el robo de un objeto dentro de las instalaciones antes del cierre.,seguridad,urgencia,seguridad_incidente
469,"Hay una situación de riesgo cerca del edificio principal, antes del cierre.",seguridad,urgencia,seguridad_incidente
470,Necesitamos informar una amenaza recibida por un estudiante.,seguridad,urgencia,seguridad_incidente
471,Se observó una conducta peligrosa y se requiere intervención antes del cierre.,seguridad,urgencia,seguridad_incidente
472,"Quiero registrar un incidente que puede afectar la seguridad del grupo, antes del cierre.",seguridad,urgencia,seguridad_incidente
473,Una persona desconocida intenta ingresar a un área restringida en el portal institucional.,seguridad,urgencia,seguridad_incidente
474,"Se detectó un acceso no autorizado y necesitamos apoyo inmediato, en el portal institucional.",seguridad,urgencia,seguridad_incidente
475,Hay una situación de riesgo cerca del edificio principal en el portal institucional.,seguridad,urgencia,seguridad_incidente
476,"Necesitamos informar una amenaza recibida por un estudiante, en el portal institucional.",seguridad,urgencia,seguridad_incidente
477,Quiero registrar un incidente que puede afectar la seguridad del grupo en el portal institucional.,seguridad,urgencia,seguridad_incidente
478,"Requiero reportar un incidente de seguridad ocurrido dentro del campus, para este periodo.",seguridad,urgencia,seguridad_incidente
479,Se detectó un acceso no autorizado y necesitamos apoyo inmediato para este periodo.,seguridad,urgencia,seguridad_incidente
480,"Quiero reportar el robo de un objeto dentro de las instalaciones, para este periodo.",seguridad,urgencia,seguridad_incidente
