polaridad,subjetividad,categoria,texto_limpio,genero,id
0.0,0.0,Neutro,despues de tantos anos de cine y ahora con el boom de las series es muy dificil encontrar un guion un argumento que nos atrape nos encante desde el inicio a esto buscamos sumar buenas actuaciones el encuentro de las locaciones adecuadas y un manejo de la camara que nos convenza sebastian borensztein lo logra con soltura la historia es solida corta cerrada pero en cada recoveco se dispara una arista impensada dando una constante sensacion de intriga dura pero amable a la vez nos invita a reflexionar y a preguntarnos como enfrentariamos situaciones como las que se proponen y es bien argentina un lujo felicitaciones,Terror,1595
0.0222,0.0444,Neutro,la historia se repiteargentina es un pais que desgraciadamente siempre ha sufrido crisis de manera ciclica debido a una economia marcada por la inflacion sebastian borensztein vuelve a fijarse en un acontecimiento historico de argentina para contarnos el sufrimiento de su sociedad a traves de un personaje que lo tenia todo pero que de la noche a la manana lo pierde y decide ocultarse durante unos anos la obra se situa en el buenos aires de 1994 donde gobernaba carlos menem desde hacia cinco anos y que implemento duras politicas de liberalizacion economica tras un periodo de inflacion centrandose en medidas de privatizacion que generaron problemas estructurales como el aumento de desempleo este marco historico provoco que muchas personas como el protagonista se vieran acorraladas por las deudas y tomaran decisiones extremas agravadas por la situacion del pais descansar en paz es el reflejo de una sociedad en constante busqueda de estabilidad que vive bajo el desconocimiento de lo que sucedera al dia siguiente una condicion que ha marcado a todos sus habitantes que luchan cada dia por hacer de argentina un pais mejor esta lucha constante los ha llevado a plantearse si se puede empezar de cero o si por el contrario deben emigrar y no mirar nunca mas atras porque las politicas como las del recien nombrado javier milei no ayudan a que el pais se mantenga estable cuando la direccion es claraa partir del devastador atentado a la asociacion mutual israelita argentina amia sebastian borensztein traza una historia marcada por la conmocion y las tensiones de una sociedad argentina de la que tuvo que huir el protagonista ocultandose en paraguay rehaciendo su vida con una espinita clavada en el corazon la historia esta muy marcada por las maravillosas interpretaciones de joaquin furriel griselda siciliani y gabriel goity que son capaces de aportar volumen a unos personajes que sentimos mas reales gracias a la relacion de empatia que se establece con el espectador los dos primeros interpretan una pareja de clase alta en la que ella desconoce los negocios de su marido y el trata de que no sufra al darse cuenta de que el es el problema con un increible gabriel goity interpretando a un villano lleno de humanidad la puesta en escena planteada por sebastian borensztein no hace mas que engrandecer esta historia con una estructura dividida en dos partes separadas por el tiempo con un 1994 representado en formato analogico en contraposicion con el digital de la segunda parte contemporizada en 2009 con un punto de vista ubicado en dos paises argentina y paraguay marcados por un etalonaje distinto y una forma de ver la vida diferente aspectos que marcan a un personaje con el que empatizamos en todo momento gracias al arco dramatico que crea joaquin furriel que tuvo que enfrentarse a un rodaje a la inversa interpretando primero las escenas finales para acabar rodando el inicio de la descansar en paz conclusiondescansar en paz es un claro ejemplo de un cine comercial con vocacion social ya hemos podido comprobar en peliculas anteriores de sebastian borensztein como koblic 2016 o la odisea de los giles 2019 que esto es algo que se le da muy bien crear una historia interesante por su narrativa pero con un trasfondo historico y social profundo llegando a ser uno de los grandes retratistas de la historia reciente de argentina las impecables actuaciones de joaquin furriel griselda siciliani y gabriel goity hacen que descansar en paz tenga valor mas alla de la gran direccion personajes con volumen que consiguen representar la idiosincrasia de un pais como argentina que hoy dia sigue sufriendo la lacra del neoliberalismo mas agresivo con el reciente nombramiento de javier milei como presidente del pais escrito por santiago varela antunez,Terror,1596
-0.3,0.2,Neutro,el film tiene muchos puntos altos sabe llevar la intriga y el melodrama de la mano puede llegar a sacar una lagrima buenas actuaciones donde resalta joaquin furriel buen guion con giros y argumento buena pelicula de sebastian borensztein,Terror,1597
0.1,0.1,Neutro,testamento la historia de moises estrenada en netflix en marzo de 2024 es una serie documental que explora la vida y el legado de moises una de las figuras mas importantes de la historia religiosa combinando entrevistas a expertos dramatizaciones y recreaciones la serie ofrece una mirada profunda a la compleja figura de moises como lider religioso politico y profeta aspectos positivos enfoque integral la serie no solo se centra en la faceta religiosa de moises sino que tambien explora su contexto historico y cultural su rol como lider politico y su impacto en la sociedad de su epoca produccion de alta calidad la serie cuenta con una produccion impecable con imagenes impresionantes dramatizaciones convincentes y entrevistas a reconocidos expertos en historia religion y arqueologia diversidad de perspectivas la serie presenta una variedad de puntos de vista sobre la figura de moises desde religiosos hasta historicos lo que permite al espectador tener una vision mas completa de su legado aspectos a mejorar ritmo lento la serie puede resultar un poco lenta para algunos espectadores especialmente en las partes que se centran en analisis historicos y teologicos exceso de dramatizacion algunas de las dramatizaciones pueden parecer un poco exageradas o poco realistas para algunos espectadores falta de profundidad en algunos personajes si bien la serie se centra en moises algunos personajes secundarios no son desarrollados con la misma profundidad conclusion testamento la historia de moises es una serie documental informativa y bien producida que ofrece una mirada profunda a una de las figuras mas importantes de la historia si bien puede resultar un poco lenta para algunos espectadores la serie es una excelente opcion para aquellos que buscan una comprension mas completa de la vida y el legado de moises nota 6 5 10,Drama,1598
0.0,0.0,Neutro,despues del lanzamiento de varios documentales desde el imperio romano el otomano el zar cleopatra y alejandro magno por las cuales la calidad de la trama dramatica y el rigor cientifico tuvieron sus altibajos parece que esta serie es con la que netflix tocaria fondo de hecho ya ni la buena puesta en escena y las buenas interpretaciones pueden maquillar la poca ambicion de realizar algo nuevo con una de las historias con menos posibilidad de innovar y no morir en el intento si se queda claro que a nivel historico lo poco que se ofrece de nuevo fue la incorporacion de una superficial version islamica de la historia pocas veces tenida en cuenta aparte de esto ofrece un pobre guion y puntos de vista limitandose a ofrecer visiones dignas de un sermon facil de conseguir en una sinagoga iglesia o mezquita y que no costaria el precio de una suscripcion lo peor fue presentarlo como si fuera una vision bien aceptada entre los academicos sobre todo entre egiptologos hasta el punto de senalarlo en la introduccion como si tuviera peso en los debates historicos cuando casi ni lo tiene hoy en dia e incluso la estela de merenptah que en su tiempo se consideraba la mas solida y quiza la unica evidencia de esta historia y esta mas que cuestionada en cuanto a la parte dramatica este documental tampoco anade cosas nuevas en su intento de presentar una vision mas realista con especulacion cientifica de los milagros la lucha politica religiosa y etnica ni siquiera en cuanto al enfoque sobre la lucha interna de los profetas lejos de aquella representacion celestial y perfecta con el creador en las obras mas clasicas incluso en esto no hace mas que ofrecer una copia mas barata del trabajo de ridley scott en resumen una pelicula religiosa con habito de un documental,Drama,1599
0.2667,0.7333,Neutro,estamos en el ano 2022 y pienso que ya no pueden hacerse peliculas que me hagan reir y de repente llega un compi de esta pagina y me recomienda studio 666 porque sabe que me gustan este tipo de cintas supuestamente de terror pero que al final son todo ironia y bobadas con un toque sobrenatural me avisa eso si de que igual es mucho rock para mis oidos y yo pienso pero si me encanta el rock asi que me lanzo y me la pongo y lo primero que me sorprende es ver el nombre de mi amadisimo john carpenter entre los compositores de la banda sonora y ya me vuelvo loca y me tiro de cabeza a la piscina me podeis cancelar si quereis por lo que voy a decir a continuacion me sonaban algunas caras y si el grupo sabia que existia pero no pense que fueran el grupo real la cuestion es que me parto de risa durante toda la peli reconozco a la siempre fantastica lesli grossman popular ahs 1984 a jenna ortega scream y a jeff garlin daddy day care disfruto con la musica mucho y me hace gracia sobre todo pat smear que me recuerda a los cantantes de los anos sesenta o por ahi pero nunca de rock sino al tipico tipo con maracas y su papel me resulta hilarante porque con todos mis respetos es el unico que no va con la melena al viento y una barba del carajo por lo que ni siquiera sospecho que en realidad es guitarrista entre otras cosas del grupo foo fighters me hacen gracia las referencias al necronomikon lovecraft que se alimenta en esta ocasion de sangre de mapache en serio para abreviar siento mi desconocimiento sobre los miembros de casi todas las bandas de lo que sea del mundo el guion es de dave grohl que fue bateria de nirvana y que forma parte de los foo fighters basicamente los actores son la banda destacar a la vecina rarita que siempre esta en los limites de la casa whitney cummings creadora de dos chicas sin blanca fabulosa sitcom la fotografia esta bastante bien tiene puntos cutres muy del peor carpenter como los demonios pero por lo demas esta fenomenal en especial me ha sorprendido el trabajo de dave grohl sus caras son lo mejor y el tio lo borda empiezo a sospechar que es verdad que el rock ha muerto y que necesitan al diablo muy recomendable muy friki buenisima musica una pasada,Comedia,1600
0.0,0.0,Neutro,gamberrada tan ridicula como entretenida con los ya miticos foo fighters de los cuales no soy demasiado fan no es que me disgusten ni mucho menos pero ahora tengo otra perspectiva de ellos a ritmo de rock rodeado de chorradas y algunos toque sangrientos todo con mucho cachondeo y algunos cameos interesantes will forte kerry king de slayer john carpenter en ocasiones baja bastante de nivel abusando de rellenos como si no se les hubiera ocurrido nada para completar minutos pero aun asi recomendable tanto para fans de los foo como para aquellos que disfrutan con productos sangrientos de serie b o incluso z en plan comedia sobre actuaciones tengo que decir que lo hacen igual o mejor que muchos otros pseudo actores actrices vistos en este genero y me encanto pat casi inexpresivo o con una eterna media sonrisa pero robando planos sin cesar me hizo muchisima gracia como detalle quizas coincidencia u homenaje un comienzo casi calcado al de scream 2022 con jenna ortega de nuevo pasando un mal rato rock sangre y diversion y depende de como te suene esto ya sabes lo que tienes que hacer por cierto hace poco vi algo parecido pero totalmente iberico espanol de espana que me gusto mucho mas el ultimo tren al rock n roll de ignacio malagon por desgracia no tendra la misma repercusion que esta wolf,Comedia,1601
0.0,0.1,Neutro,simpatica pelicula protagonizada por los foo fighters basada en una idea loca de este dave grohl desatado que lleva todo el peso del film y hara las delicias de los fans del grupo muertes mucho gore y humor la banda riendose de ellos mismos dave riendose de su fama y de lo que el mismo representa en el mundo de la musica y la cultura pop actual si eres fan del grupo la pelicula te va a gustar bastante te lo vas a pasar muy bien y vas a encontrarte varios easter eggs y cosas sobre el universo de la banda que incluso haran que la experiencia sea aun mas divertida si no te gustan los foo fighters o dave grohl y los suyos no representan nada para ti puede que el film te entretenga si te gusta el genero al que pertenece la pelicula la sangre el humor absurdo y la musica rock muy importante no tomarsela en serio como hacen los propios foo fighters y dejarte llevar a la risa de la mano del sonido de la bateria de taylor hawkins las guitarras de los foo y este dave loco y desatado,Comedia,1602
-0.1464,0.3643,Neutro,eramos unos crios cuando aquel amiguete se compro una camara de video y nos dijo por que no grabamos peliculas dedicabamos una tarde a hacer el tonto delante de la camara y luego nos reiamos un monton cuando lo veiamos montado y con musica pero en perspectiva la gracia consistia en lo bien que lo habiamos pasado grabando la gente a la que se lo poniamos sufria bastante con el resultado una cosa identica es la que ocurre con studio 666 los foo fighters necesitan inspiracion para su decimo album siguiendo el consejo de su manager se trasladan a una alejada mansion para buscar el sonido adecuado lo que el grupo ignora es que alli ocurrieron terribles sucesos que terminaron con la muerte de una banda musical que como ellos se traslado a la mansion para grabar su disco studio 666 es como aquellas peliculas que rodabamos de ninos se juntan para hablar de ella y se rien se escribe el guion y les parece muy gracioso la produccion el director el equipo de fotografia todo se va colocando en su lugar y luego el resultado esta muy cercano al desastre y tan solo se libra por los pequenos destellos que aparecen por aqui y alla se nota oficio tras la camara de bj mcdonnell quien dirigio hatchett iii aparte de un punado de videoclips y visualmente la pelicula aprueba sin problema gran parte del trabajo proviene de los dos directores de fotografia michael dallatorre y eric leach los efectos especiales son resultones algunos mas que otros y la musica de roy mayorga se mueve en los sonidos de las peliculas de terror atencion al temazo que abre la pelicula obra del trio john jody carpenter junto a daniel davies bueno hasta aqui las bondades de studio 666 ahora empiezan las minas ignoro cuanto ha costado la pelicula pero se me antoja un juguete caro la historia original de dave grohl tiene ecos a lords of salem extra ordinary muerte a 45 rpm y la novela el traje del muerto de joe hill entre otros el guion obra de jeff buhler y rebeca hughes avanza por caminos trillados en el que se mezcla la comedia con el terror con guinos a multitud de clasicos como day of the dead o evil dead y contiene algun gag muy acertado como el de lionel ritchie o el del repartidor de comida interpretado por will forte pero uno tiene la sensacion de que esto ya lo ha visto antes la actuacion del grupo musical es nefanda lo siento por sus fans pero studio 666 se hace eterna ya que a excepcion de dave grohl al resto se les nota incomodos e incluso en el caso de pat smears su capacidad interpretativa dana la vista tal vez resulta siniestro ver morir en pantalla al bateria taylor hawkins sabiendo que meses despues falleceria en bogota los actores y actrices profesionales como will forte leslie grossman y jeff garlin aportan su buen hacer pero lidian con el desastre y poco se les puede exigir hace anos foo fighters grabo el videoclip everlong junto a maestro visual michel gondry donde en pocos minutos se recreaba una pelicula de terror que mezclaba realidad suenos claustrofobia y pesadillas ojala studio 666 se hubiera parecido un poco a everlong,Comedia,1603
0.0,0.0,Neutro,uno de los mejores grupos de rock desde los 90 s para aca decide darse el gusto de hacer su propia pelicula no hay que tomarla demasiado en serio ellos ni siquiera lo hicieron es una pelicula con rarezas excentrica y pensada para sus fanaticos ni mas ni menos que eso lo mejor nos deja un ultimo legado visual del querido taylor,Comedia,1604
-0.05,0.3889,Neutro,sin animo de menospreciar o hacerle ascos a esa fuente de enriquecimiento profesional y sustento economico supongo que son los videos para slayer o steve vai doble de manos de grohl cuando guitarrea poseido por el demonio en studio 666 tampoco me importaria que el realizador de hatchet 3 se prodigara en largometrajes de ficcion un poco mas asiduamente y si para conseguirlo lo hace a partir de premisas tan descacharrantes y que son campo abonado para armar un pifostio estrafalario como este mejor y sin mas dilaciones nos llega su segunda y por el momento ultimisima broma magna y hemoglobinica studio 666 dave grohl y el resto de los foo fighters entre los que claro esta se despide taylor hawkins aporreando los platos por ultima vez viajan a una mansion abandonada y endemoniada para la grabacion de un decimo album con el que se pasan al metal mas extremo con una nomina de invitados tan dispares a la fiesta como john carpenter en el papel del ingeniero de sonido lionel richie que se interpreta a si mismo la cada vez mas omnipresente jenna ortega el manager jeff garlin curb your enthusiasm whitney cummings o will forte se compensa con creces el inconveniente de que sus principales protagonistas sean casi tan malos actores como los hombres g o puede que pat smear y rami jaffee sean peores incluso muchos fantasmas de los sobrenaturales y de los que genera la industria discografica barbacoas canibales un mapache zombi un frontman poseido y bueno el pobre taylor hawkins one last time no dire que es una grata e inesperada sorpresa porque viendo el percal que anticipa no es tampoco tan inesperada lo que el fantasma del paraiso 1974 brian de palma supondria desde la perspectiva de una reinterpretacion rockera para los personajes literarios de gaston leroux y sus multiples adaptaciones al cine es exactamente lo que le da studio 666 al legado del hotel overlook y la mansion de amityville puesto que no es necesario aclarar de quienes son la mitad de las canciones de la bso de la musica incidental se hace cargo roy mayorga stone sour con tema principal de cody john carpenter y daniel davies asi que remitiendome y ampliando a lo que canta ese tipo ingles feo y espigado i said i know it s only satanism and rock n roll but i like it una majaderia imprescindible,Comedia,1605
0.0,0.0,Neutro,la alocada comedia gore protagonizada por los componentes del grupo foo fighters se realizo en el mismo lugar donde compusieron su ultimo disco una vieja mansion en encino me gusta el rock y el metal aunque foto fighters no los sigo mucho pero me llamo la atencion que el director fuera el mismo que hizo hatchet iii tengo que reconocer que en muchos pasajes me aburri un poco demasiadas partes donde vemos que ensayan y tocan y aunque lo hacen de modo comico para la pelicula no consiguio atraerme ahora bien tiene puntos muy positivos como las muertes y los efectos que son bastante gores y divertidos y las actuaciones de todo el plantel del grupo me han parecido sorprendentes de hecho diria que actuan mejor que muchos actores supuestamente profesionales sobre todo dave grohl el lider de la banda atencion a los cameos de john carpenter kerry king de slayer y lionel richie entre otros me falto mas gore y gamberrismo y aunque las muertes son bestiales no son muchas y me supieron a poco con mas cana hubieran ganado mas puntos,Comedia,1606
1.0,0.3,Positivo,asi es si no eres fan de los foo figthers sera una pelicula de terror con toques de comedia mas que te entretendra y hara pasar el rato pero para el fan de la banda el verlos actuar a todos los musicos hacer todas las muecas tanto de terror como de drama como de comedia las que mas verlos objeto de efectos especiales que se yo no soy fan de los foo pero si de otras bandas y de imaginarme nomas a mi banda favorita haciendo una pelicula asi me pareceria que merece el oscar a best picture,Comedia,1607
0.6,0.9,Positivo,un divertimento promocional de una banda ultra popular llegada poco antes de fallecer su bateria los foo fighters se meten a grabar en una casa charles manson style y pasa lo que tiene que pasar una maldicion satanica se apodera de dave grohl y la sangre empieza a fluir al mismo ritmo frenetico que la musica no hay manera de tomarsela en serio y es solo uno de los aspectos que juegan en su contra los miembros de la banda ni son actores ni pretenden serlo aunque los hay que salen mas airosos que otros el guitarrista pat smear el pobre no sabe ni donde meterse cada vez que le enfoca la camara el resto cumple con una no profesionalidad bastante llevadera mencion aparte para dave grohl histrionico hasta decir basta pero encaja en un proyecto de estas caracteristicas pura exploitation como la historia es boba las actuaciones son mediocres y la musica tiene menos protagonismo del que uno esperaria se recurre como gancho al gore mas desaforado hay algunas muertes imaginativas muy salvajes recordando al estilo de robert rodriguez en planet terror 2007 miedo no da ninguno por supuesto ya digo que es imposible tomarla en serio pero en su faceta de comedia tampoco echa el resto hay algunas alusiones bastante inocentonas a otras bandas como pearl jam o coldplay y una divertida aparicion de lionel richie pero nada que se acerque siquiera a lo minimamente corrosivo mi homenaje favorito es al disco 2112 de rush banda de la cual grohl es declarado fan en fin supongo que quedara como ultimo documento grafico del recien fallecido taylor hawkins una pena que el desenfado y la diversion con que rodaron esta pelicula hayan quedado enturbiados por el triste deceso,Comedia,1608
-0.0667,0.5833,Neutro,cuando uno va hacia una pelicula protagonizada por foo fighters o digamoslo dave grohl compania uno sabe que esperar digamos una jugarreta nada seria algo amateur pero divertida con esto quisiese adelantar el que me plante frente a studio 666 con ninguna expectativa mas alla del pasar un buen rato con algo liviano lo que me encontre sin embargo fue una especie de chiste interno por parte de una banda que seguro se ha pasado un buen rato haciendo la pelicula pero que no cumple donde deberia cumplir haciendo reir me explico la historia se deja ver la banda o digamos un monton de viejos gordos y aburguesados en la urgencia de encontrar un lugar inspirador que les permita grabar su decimo album se instalan en una vieja mansion embrujada donde el espiritu de una antigua agrupacion maldita ronda y comenzara a causar estragos hasta ahi todo bien el problema es que las bromas lucen en general tremendamente sobre actuadas cliches y algunas totalmente desaprovechadas como no me diste un thriller en medio de esa tediosa media hora final generando asi un tramite predecible y que entrando en cierre solo quieres que acabe no deja de ser divertido ver a pat smear en pijama toda la pelicula a rami jaffee como un cincuenton hippie en constante crisis de adultez y a dave grohl como el cabron de la banda el problema es que el chiste no se sostiene por si solo los minutos pasan y nada ocurre o digamos muy poco algun buen momento ridiculo o gore la muerte con la moto sierra lejos lo mejor una que otra aparicion estrella que anima la pantalla pero no lo suficiente como para que las casi dos horas valgan realmente la pena como anecdota la pelicula tiene sus momentos simpaticos y seguro los fans la disfrutaran pero siendo francos studio 666 luce mas como una oportunidad desaprovechada que otra cosa un nuevo quiero pero no puedo por parte de dave grohl hay video clips de foo fighters que son infinita pero infinitamente mas divertidos que esta pelicula lo mejor que nunca se toma en serio lo peor que no es divertida,Comedia,1609
0.0167,0.1667,Neutro,hagamos una peli de miedoen 2021 los foo fighters lanzaron al mercado medicine at midnight su decimo album de estudio este evento parece haber sido el germen para studio 666 donde los componentes del grupo se interpretan a si mismos atravesando una crisis creativa al enfrentarse a la composicion de dicho album la solucion sera mudarse a una mansion abandonada donde anos atras otra banda musical fue masacrada por su propio lider esto no es ningun problema para los foo fighters pero los eventos del pasado parecen repetirse cuando dave grohl comienza a obsesionarse con su nuevo trabajo hay algo muy a tener en cuenta cuando uno se pone a visionar studio 666 si no eres seguidor de los foo fighters lo mas probable es que esta pelicula no sea para ti cualquier aficionado al cine de terror acostumbrado a las peliculas de mansiones encantadas y las posesiones demoniacas no solo no encontrara nada nuevo por estos lares sino que ademas lo habra visto mucho mejor realizado los cliches se amontonan uno detras de otro en lo que resulta ser un homenaje al cine de terror de serie b cuyo unico interes radica en ver a los foo fighters haciendo el cafre en una especie de posesion infernal rockera para el fan acerrimo de la banda aqui esta lo mas interesante verles inmersos en una historia de terror mientras interactuan entre si componen y sueltan chistes a mansalva puede llegar a ser realmente divertido en ciertos momentos ademas contamos con algunos cameos de personalidades del mundo del cine y la musica que no desvelare pero seguro sorprenderan a mas de uno sin embargo hay demasiadas lacras por el camino que impiden que el experimento sea del todo satisfactorio notas disonanteslo primero es lo primero los foo fighters son muy buenos musicos pero no son actores quitando a un dave grohl entregadisimo que por momentos consigue esconder sus limitaciones interpretativas detras de un gran entusiasmo el resto de la banda casi parece estar ahi por obligacion y sus actuaciones estan mas alla de lo forzado quiza haya quien lo encuentre coherente siendo el producto que es ya que esto ayuda a la sensacion de estar ante una pelicula de serie b pero en ocasiones llega a distraer ademas aunque el humor funciona en ciertos momentos la mayoria del tiempo se trata de una retahila de chistes que parecen sacados de una mala cinta de humor adolescente y siendo honestos pueden llegar a dar verguenza ajena todo esto seria mas ameno y accesible si la duracion de la cinta fuera ajustada y contara con un buen ritmo pero no lo cierto es que hay escenas y tramos que se alargan mas de lo necesario sobre todo en el primer acto y en el ultimo tramo de la pelicula que parece negarse a terminar bano de sangre a ritmo de rockpero a pesar de todo creo que los seguidores de la banda e incluso del rock en general pueden llegar a disfrutar de la pelicula a las bromas y referencias al mundo de la musica mi favorita sin duda la del saludo a lo pearl jam en la portada del album ten hay que sumarle poder ver en accion a los de seattle componiendo e interpretando temas exclusivos para la pelicula temas por cierto que han sido recopilados y lanzados en paralelo al estreno de studio 666 con el seudonimo de dream widow banda ficticia que tambien aparece en la pelicula ah y no nos podemos olvidar de la estrella de la funcion el gore porque los aficionados al genero tambien van a estar entusiasmados ante los litros de sangre y mutilaciones que inundan la pantalla de una forma sorprendentemente grafica y tirando ademas de efectos practicos se nota que este apartado se ha cuidado mucho y han tratado de ser lo mas fieles posible a los clasicos del genero cosa que se agradece conclusionstudio 666 es una cinta hecha a la medida de dave grohl su intento de realizar la posesion infernal del rock se queda a medio camino al no aportar nada nuevo al genero y puede llegar a aburrir por su falta de ritmo y acumulacion de cliches aunque sorprende eso si por los niveles de sangre y gore que llega a alcanzar la disfrutaran los seguidores de los foo fighters y los aficionados al rock con estomagos fuertes escrito por marcos lopez,Comedia,1610
0.0,0.0,Neutro,esa es la frase que me ha venido a la cabeza en cuanto he visto actuar a los foo fighters como musicos su calidad y trayectoria es indiscutible el mundo del cine deberian dejarlo estar sera una pelicula que habran hecho para ellos por su deleite o vete tu a saber pero lo cierto es que es malisima la historia es una castana pero ademas rematada por unas actuaciones totalmente ridiculas tios hechos y derechos comportandose como adolescentes estupidos de slasher de serie b mala mala mala me gusta el grupo pero esto se lo podian haber ahorrado le pongo un 2 porque me gusta el grupo la pelicula en si no merece ni el 1,Comedia,1611
-0.2,0.4,Neutro,si sabes lo que vas a ver pues mira lo tragas algo aunque por momentos la cosa es tan pesima que ni con el chip de movie fan cutre gore los foo molan lo aguantas y es que ni siquiera siendo fan de foo fighters porque las referencias molonas musicales son bastante flojitas y da algo de verguencilla verlos actuar como chavales en un cortometraje con colegas dave grohl lleva el peso porque han debido decirle que esta gracioso en los videoclips que hacen y bueno algo defiende el desproposito el guion es entre el resplandor evild dead rock mal pocos gags graciosos que era lo que podia darle vida a esto por salvar algo algun cameo como jenna hastaenlasopa ortega y el gran john carpenter que compone tambien tambien mola algun efecto gore y sobre todo que ellos asimilan que estan haciendo con coherencia y poca verguenza simplemente se lo pasaran bien con esta tonteria porque se lo pueden permitir,Comedia,1612
0.125,0.9167,Neutro,me acerque a ver la pelicula atraido por estar protagonizada por los foo fighters ya que soy seguidor del grupo y como homenaje al fallecido taylor hawkins pero la verdad es que no ha sido exactamente como me esperaba me lleve un pequeno chasco ya que esperaba una comedia oscura y satanica pero pronto desaparece la parte comica para convertirse en una peli con una especie de serial killer fantasmagorico en el que prima el gore no tiene mucho mas la pelicula quien espere ver una especie de dave gale contra el mal algo asi gracioso divertido y original no lo es tanto al final todo queda en una sucesion de escenas sangrientas es una gamberrada en la que se notan que se lo han pasado muy bien los miembros del grupo pero a mi al menos me aburrio al final,Comedia,1613
0.0,0.3,Neutro,comedia de terror con la banda foo fighters como protagonistas haciendo de ellos mismos que cuenta con la direccion del responsable de hatchet lll 2013 la pelicula cuenta con cameos del mundo de la musica como lionel richie y interesantes cameos del cine de genero como john carpenter halloween la niebla o jenna ortega scream 2022 la legendaria banda de rock foo fighters se muda a una mansion de encino llena de espeluznantes historias del rock and roll para grabar su tan esperado decimo album filmaffinity la trama disparatada conjunta con una propuesta tan hilarante como una comedia de terror con una banda de rock como protagonista que se enfrenta a una situacion que recuerda salvando las distancias a posesion infernal sam raimi 1981 aunque sinceramente no me lo esperaba los foo fighters cumplen con unas interpretaciones con una vis comica respetable y los incesantes cameos se agradecen y suman al conjunto el terror aunque trillado combina muy bien con una comedia contenida pero eficaz que hace de studio 666 una propuesta insignificante pero divertida y los efectos cumplen en todos los casos destacando los efectos practicos mas sangrientos el guion es un cumulo de despropositos pero casa muy bien con una propuesta que solo busca divertir studio 666 es un buen pasatiempo sin mayor relevancia que obviamente gustara mucho mas a los fans del grupo por cuestiones obvias pero que los que no los tengan tan presentes disfrutaran tambien de una propuesta gamberra y simpatica nota personal 6 10,Comedia,1614
0.0,0.0,Neutro,no es una buena comedia no es una buena pelicula de terror no es una buena pelicula de serie b no es un buen videoclip de los foo fighters no es ni siquiera un mockumentary joder esto ni siquiera es una buena critica que narices es esto entonces,Comedia,1615
0.0,0.0,Neutro,me da pena dar este tipo de critica pero yo lo veo asi creo que ver un documental de esta mujer puede ser mas entretenido que la pelicula en si y si eso sucede mal vamos la realidad es que no la he terminado de ver pensaba que me faltaba poco por terminar y resulta que llevaba 55 minutos de pelicula es decir me faltaba mas de la mitad soporifera lo siento,Drama,1616
0.0,1.0,Neutro,dirigida por john ridley y protagonizada por regina king lance reddick y terrence howard el retrato de shirley chisholm un icono politico pionero que se convirtio en la primera congresista negra y la primera mujer negra que se presento a las elecciones presidenciales de ee uu y del coste que estos logros tuvieron para ella el nuevo biopic por el cual apuesta netflix termina dejando una sensacion de una correcta pelicula sobre la importancia de una de las mujeres mas destacada en la politica de estados unidos nos encontramos con una apuesta bastante segura que nunca pierde el rumbo y se mantiene siempre en forma de darnos un retrato complaciente de una mujer con personalidad para que todo funcione el gran plus lo entrega la impecable interpretacion de la gran regina king que se luce en la piel de shirley por mas que el guion no le permita entrar mas profundo en la piel de dicho personaje hay que reconocer que por momentos la actriz si logra dar todo su talento con su fuerza interpretativo en momentos donde podemos ver mas contundente lo que era shirley como politica sin embargo son pocos esos momentos donde de verdad se logra sobresalir ya que nos vamos quedando siempre en un guion que solo busca ser correcto en todo su recorrido mas que atrevido los anos en que se enfoca la pelicula permite que tambien tengamos un buen pasar por sus personajes secundarios que aportan tambien en el compromiso de mantener la pelicula en una linea interesante su direccion de igual modo es bastante dinamica lo que hace que vaya creciendo en intensidad a medida que nos acercamos a su climax final en donde la pelicula logra dar los mejores momentos de su historia para los que buscan esos dramas politicos y los biopics es una propuesta interesante que podras disfrutar mucho para todos aquellos que buscan algo mas contundente la pelicula no llega a cumplir todas las expectativas que puedas tener sin embargo es una correcta pelicula que vale la pena de ser vista y quedarte con sensaciones de que no perdiste tu tiempo viendola,Drama,1617
