resumen,oraciones_originales,palabras_clave,num_oraciones,id,genero,texto_original
"No he podido entrar en esta historia por sus pretendidas hechuras de cine clásico, de las que se derivan actuaciones casi robóticas más propias del teatro que del cine. Las escenas, especialmente las dialogadas, se producen como si de una película de los años 50 se tratara, como si cada actor esperara su turno asignado paga soltar el texto. De tal forma, dichas escenas no se sienten nada naturales ni transcurren con fluidez narrativa.Esto tiene como uno de sus principales daños colaterales que nos vamos a unas eternas dos horas y vente minutos. Barbara Lennie me parece una actriz limitadísima, y Eduard Fernández es de los pocos que mantiene el tipo, aunque su personaje sea parte del desaguisado.","['No he podido entrar en esta historia por sus pretendidas hechuras de cine clásico, de las que se derivan actuaciones casi robóticas más propias del teatro que del cine.', 'Las escenas, especialmente las dialogadas, se producen como si de una película de los años 50 se tratara, como si cada actor esperara su turno asignado paga soltar el texto.', 'De tal forma, dichas escenas no se sienten nada naturales ni transcurren con fluidez narrativa.Esto tiene como uno de sus principales daños colaterales que nos vamos a unas eternas dos horas y vente minutos.', 'Le reconozco que su juego de equívocos con los flashbacks me pilló, pero no basta.', 'Barbara Lennie me parece una actriz limitadísima, y Eduard Fernández es de los pocos que mantiene el tipo, aunque su personaje sea parte del desaguisado.', 'Dejo al margen el nutrido grupo de extras que conforman la fauna que puebla el psiquiátrico, de largo, lo más creíble de la función.']","['cine', 'mas', 'escenas', 'podido', 'entrar', 'historia', 'pretendidas', 'hechuras', 'clasico', 'derivan']",4,6827,Drama,"No he podido entrar en esta historia por sus pretendidas hechuras de cine clásico, de las que se derivan actuaciones casi robóticas más propias del teatro que del cine. Las escenas, especialmente las ..."
"Es por ello por lo que no voy a poder hacer ninguna comparación de esas que, como bien es sabido, suelen ser odiosas.El guion, supongo que igual que la novela, es trepidante. Brillantes notas de humor salpican esta historia de suspense y confusión donde delirio y realidad se funden, donde cuesta distinguir pasado de futuro.Es la virtud de la película pero, al mismo tiempo, su defecto. Bombardeado de informaciones que se retuercen y se retuercen dejando, incluso, algún agujero en el guion.Pero esa sensación de agotamiento mental se perdona. Se perdona porque la película es de una factura más que notable, con una fotografía, una ambientación y un montaje muy reseñables que ayudan a construir una estética muy seductora que, para mi, tiene su culmen en la escena de Barbara Lennie bailando Summer Wine de Nancy Sinatra.Se perdona por la brillante actuación de Barbara Lennie y la también buena interpretación de Eduard Fernandez.Ahora me tocará leer el libro.","['Escribo la crítica como espectador que no ha tenido el gusto de haber leído la novela que adapta el filme.', 'Es por ello por lo que no voy a poder hacer ninguna comparación de esas que, como bien es sabido, suelen ser odiosas.El guion, supongo que igual que la novela, es trepidante.', 'Brillantes notas de humor salpican esta historia de suspense y confusión donde delirio y realidad se funden, donde cuesta distinguir pasado de futuro.Es la virtud de la película pero, al mismo tiempo, su defecto.', 'El espectador acaba como un ajo-aceite bien batido.', 'Bombardeado de informaciones que se retuercen y se retuercen dejando, incluso, algún agujero en el guion.Pero esa sensación de agotamiento mental se perdona.', 'Se perdona porque la película es de una factura más que notable, con una fotografía, una ambientación y un montaje muy reseñables que ayudan a construir una estética muy seductora que, para mi, tiene su culmen en la escena de Barbara Lennie bailando Summer Wine de Nancy Sinatra.Se perdona por la brillante actuación de Barbara Lennie y la también buena interpretación de Eduard Fernandez.Ahora me tocará leer el libro.']","['perdona', 'espectador', 'novela', 'bien', 'guion', 'pelicula', 'retuercen', 'barbara', 'lennie', 'escribo']",4,6828,Drama,"Escribo la crítica como espectador que no ha tenido el gusto de haber leído la novela que adapta el filme. Es por ello por lo que no voy a poder hacer ninguna comparación de esas que, como bien es sab..."
"La película te tiene atrapado la primera hora, pero empieza de repente a desvariar y a enredar las cosas de muy mala manera, lo cual provoca que el espectador desvíe su atención hacia cualquier pensamiento de mayor trascendencia que le ronde por la cabeza, como por ejemplo qué comprar en el Mercadona o si se habrán secado ya los calcetines que tenía tendidos.Si Torcuato Luca de Tena levantase la cabeza le daría un pasmo al ver la mierda que han hecho con su obra, y es que sin haber leído el libro puedo advertir lo mal construida que está la película, y sé de buena mano que la novela profundiza en los personajes y no deja cabos sueltos, algo que esta producción hace de forma desvergonzada.Mención aparte los absurdos toques feministas que se meten, le pese a quien le pese, con un calzador del tamaño de un camión. Siento que he perdido dos horas y media de mi vida viendo esta cosa.","['La película te tiene atrapado la primera hora, pero empieza de repente a desvariar y a enredar las cosas de muy mala manera, lo cual provoca que el espectador desvíe su atención hacia cualquier pensamiento de mayor trascendencia que le ronde por la cabeza, como por ejemplo qué comprar en el Mercadona o si se habrán secado ya los calcetines que tenía tendidos.Si Torcuato Luca de Tena levantase la cabeza le daría un pasmo al ver la mierda que han hecho con su obra, y es que sin haber leído el libro puedo advertir lo mal construida que está la película, y sé de buena mano que la novela profundiza en los personajes y no deja cabos sueltos, algo que esta producción hace de forma desvergonzada.Mención aparte los absurdos toques feministas que se meten, le pese a quien le pese, con un calzador del tamaño de un camión.', 'Siento que he perdido dos horas y media de mi vida viendo esta cosa.']",[],2,6829,Drama,"La película te tiene atrapado la primera hora, pero empieza de repente a desvariar y a enredar las cosas de muy mala manera, lo cual provoca que el espectador desvíe su atención hacia cualquier pensam..."
"La película es un excelente thriller plagado de acción, de intriga y de cambios de guión que te dan que pensar. Sin duda una de las mejores películas de este año en este sector.Aunque es larga de duración, en ningún momento se hace pesada o tediosa, pues en todo momento mantiene el ritmo y el nivel en cada escena.Los actores hacen un trabajo magistral, sin ser ninguno de ellos una figura destacada, todos demuestran su buen hacer y su profesionalidad con soberbia.Desconozco cómo es la obra literaria de la que procede, por lo que no puedo compararla ni valorar su fidelidad.La único que no me gustó de la película es que usa a los enfermos mentales como si superhéroes de una película de Marvel se tratara, como si lo mismo que hay un X-Men con un poder específico para cada necesidad del guión, también parece que hay un ""loco"" con una ""locura"" concreta para cubrir cada giro de guión que el director plantea en el desarrollo de la película. No me parece un buen uso de esta población, ni una representación adecuada de los que padecen enfermedades mentales.Son incontables las películas de cine que se basan en alguna patología médica o mental que da lugar a un guión que gira en torno a su caracterización, eso no es nuevo, pero en este caso se abusa de ello, y tuve la sensación de estar viendo una película de Marvel pero con enfermos mentales como personajes.","['La película es un excelente thriller plagado de acción, de intriga y de cambios de guión que te dan que pensar.', 'Sin duda una de las mejores películas de este año en este sector.Aunque es larga de duración, en ningún momento se hace pesada o tediosa, pues en todo momento mantiene el ritmo y el nivel en cada escena.Los actores hacen un trabajo magistral, sin ser ninguno de ellos una figura destacada, todos demuestran su buen hacer y su profesionalidad con soberbia.Desconozco cómo es la obra literaria de la que procede, por lo que no puedo compararla ni valorar su fidelidad.La único que no me gustó de la película es que usa a los enfermos mentales como si superhéroes de una película de Marvel se tratara, como si lo mismo que hay un X-Men con un poder específico para cada necesidad del guión, también parece que hay un ""loco"" con una ""locura"" concreta para cubrir cada giro de guión que el director plantea en el desarrollo de la película.', 'No me parece un buen uso de esta población, ni una representación adecuada de los que padecen enfermedades mentales.Son incontables las películas de cine que se basan en alguna patología médica o mental que da lugar a un guión que gira en torno a su caracterización, eso no es nuevo, pero en este caso se abusa de ello, y tuve la sensación de estar viendo una película de Marvel pero con enfermos mentales como personajes.']",[],3,6830,Drama,"La película es un excelente thriller plagado de acción, de intriga y de cambios de guión que te dan que pensar. Sin duda una de las mejores películas de este año en este sector.Aunque es larga de dura..."
"Si su primer obra resultaba interesante por lo que de novedad tenía dentro del thriller español, sus siguientes películas navegan siempre por las mismas aguas y aunque supongo que tendrán un público fiel, verdaderamente empiezan a mostrarnos un director repetitivo que busca siempre sorprender al espectador mediante engaños o brusquedades de guión poco explicadas.Hay que reconocerle que en todas sus obras ha conseguido repartos espectaculares, lo mejor del panorama interpretativo español. Aquí también lo consigue, con una Bárbara Lennie, quizás la mejor actriz de su generación, que raya a gran altura, como era esperable, y un Fernández sólido pero al que se le ve muy encorsetado en un papel en el que debería haberse jugado más la carta de la ambigüedad, creo. El resto de secundarios están muy bien seleccionados y todos participan de físicos peculiares que son los que sus personajes requieren.No estamos ante ALGUIEN VOLÓ SOBRE EL NIDO DEL CUCO, desde luego. El principal problema de la película es su puesta en escena, en exceso impostada, muy teatral, con diálogos pomposos y muy literarios que logran que el espectador se distancie de lo que se narra, estos personajes y sus conversaciones resultan creíbles al lector y menos a éste cuando ejerce de espectador en una sala oscura.La trama sigue fiel la estructura de la novela y los giros que en la misma se producen resultan aquí menos lucidos.Destacar sobre todo la parte social del tratamiento que se da a la condición de los enfermos mentales y el intento de mostrarnos la transición de los centros de internamiento en una época en la que el país mismo se está transformando en todos los aspectos, algo que remarca la película en varias escenas y que está bien resuelto.","['Oriol Paulo tiene una trayectoria fiel en su gusto por el suspense de giro inesperado, tramas enrevesadas y diálogos teatrales.', 'Si su primer obra resultaba interesante por lo que de novedad tenía dentro del thriller español, sus siguientes películas navegan siempre por las mismas aguas y aunque supongo que tendrán un público fiel, verdaderamente empiezan a mostrarnos un director repetitivo que busca siempre sorprender al espectador mediante engaños o brusquedades de guión poco explicadas.Hay que reconocerle que en todas sus obras ha conseguido repartos espectaculares, lo mejor del panorama interpretativo español.', 'Aquí también lo consigue, con una Bárbara Lennie, quizás la mejor actriz de su generación, que raya a gran altura, como era esperable, y un Fernández sólido pero al que se le ve muy encorsetado en un papel en el que debería haberse jugado más la carta de la ambigüedad, creo.', 'El resto de secundarios están muy bien seleccionados y todos participan de físicos peculiares que son los que sus personajes requieren.No estamos ante ALGUIEN VOLÓ SOBRE EL NIDO DEL CUCO, desde luego.', 'Tampoco es una película a la altura de la obra literaria, aunque esto es lo habitual es las adaptaciones cinematográficas.', 'El principal problema de la película es su puesta en escena, en exceso impostada, muy teatral, con diálogos pomposos y muy literarios que logran que el espectador se distancie de lo que se narra, estos personajes y sus conversaciones resultan creíbles al lector y menos a éste cuando ejerce de espectador en una sala oscura.La trama sigue fiel la estructura de la novela y los giros que en la misma se producen resultan aquí menos lucidos.Destacar sobre todo la parte social del tratamiento que se da a la condición de los enfermos mentales y el intento de mostrarnos la transición de los centros de internamiento en una época en la que el país mismo se está transformando en todos los aspectos, algo que remarca la película en varias escenas y que está bien resuelto.', 'Y sobre todo, la actuación medida y magnífica de un actor desaprovechado casi siempre como es Pablo Derqui.']","['fiel', 'siempre', 'espectador', 'pelicula', 'dialogos', 'obra', 'espanol', 'aunque', 'mostrarnos', 'mejor']",4,6831,Drama,"Oriol Paulo tiene una trayectoria fiel en su gusto por el suspense de giro inesperado, tramas enrevesadas y diálogos teatrales. Si su primer obra resultaba interesante por lo que de novedad tenía dent..."
"Para mi gusto, muy entretenida adaptación a la gran pantalla de la novela de Torcuato Luca de Tena.En el reciente Festival Internacional de Cine de Donostia/San Sebastián 2022, al finalizar la proyección para la Prensa, tuve que oír de no pocos colegas que la película les había parecido pura filfa, aburrida, interminable, como de otra época, no merecedora de estar entre las seleccionadas en el certamen. Yo me quedé bastante pasmado, pues me había gustado bastante.Ahora que se ha estrenado en las salas comerciales compruebo, con cierto alivio, que yo no estaba equivocado pues mayoritariamente está gustando. Un ejercicio de soberbia del que ya me he cansado.Centrándome en este film creo que está muy bien narrado, es verdad que tiene un metraje excesivo, pero ocurre que hay tantos acontecimientos que contar que la elipsis se hacía difícil.Me ha parecido, además, que las trampas que siempre nos enjareta Oriol Paulo en sus cintas, esta vez son menores y ""metidas"" con más fortuna. Las hay, pero se aceptan al encuadrarse muy bien en la historia.Muy buenas interpretaciones, una dirección artística encomiable y una intriga muy bien llevada, que consigue interesar de veras al espectador.No me parece poco y por ello me ha convencido, salvo su extenso metraje, repito.","['Para mi gusto, muy entretenida adaptación a la gran pantalla de la novela de Torcuato Luca de Tena.En el reciente Festival Internacional de Cine de Donostia/San Sebastián 2022, al finalizar la proyección para la Prensa, tuve que oír de no pocos colegas que la película les había parecido pura filfa, aburrida, interminable, como de otra época, no merecedora de estar entre las seleccionadas en el certamen.', 'Yo me quedé bastante pasmado, pues me había gustado bastante.Ahora que se ha estrenado en las salas comerciales compruebo, con cierto alivio, que yo no estaba equivocado pues mayoritariamente está gustando.', 'Creo sinceramente que hay demasiado/as ""crítico/as"" sibaritas que creen saber mejor que nadie de la calidad de las películas.', 'Un ejercicio de soberbia del que ya me he cansado.Centrándome en este film creo que está muy bien narrado, es verdad que tiene un metraje excesivo, pero ocurre que hay tantos acontecimientos que contar que la elipsis se hacía difícil.Me ha parecido, además, que las trampas que siempre nos enjareta Oriol Paulo en sus cintas, esta vez son menores y ""metidas"" con más fortuna.', 'Las hay, pero se aceptan al encuadrarse muy bien en la historia.Muy buenas interpretaciones, una dirección artística encomiable y una intriga muy bien llevada, que consigue interesar de veras al espectador.No me parece poco y por ello me ha convencido, salvo su extenso metraje, repito.', 'Pero el resto está francamente bien.https://filmsencajatonta.blogspot.com/']","['bien', 'habia', 'parecido', 'bastante', 'pues', 'creo', 'metraje', 'gusto', 'entretenida', 'adaptacion']",4,6832,Drama,"Para mi gusto, muy entretenida adaptación a la gran pantalla de la novela de Torcuato Luca de Tena.En el reciente Festival Internacional de Cine de Donostia/San Sebastián 2022, al finalizar la proyecc..."
"El guión y los diálogos son muy buenos, la película también, pero o yo no soy muy avispado o ""en la mitad"" me perdí... y os juro que estaba muy atento y intentaba seguirla, pero hubo un momento que ya no entendía nada.Seguro que se podía haber recortado un poco de aquí y otro de allá, se me hacía larguísima.No apta para verla si has tenido un día espeso o depre. Por eso la puntuó con un seis.Quiero destacar también el buenísimo trabajo de los extras, verlos era estremecedor.","['El guión y los diálogos son muy buenos, la película también, pero o yo no soy muy avispado o ""en la mitad"" me perdí... y os juro que estaba muy atento y intentaba seguirla, pero hubo un momento que ya no entendía nada.Seguro que se podía haber recortado un poco de aquí y otro de allá, se me hacía larguísima.No apta para verla si has tenido un día espeso o depre.', 'Por eso la puntuó con un seis.Quiero destacar también el buenísimo trabajo de los extras, verlos era estremecedor.']",[],2,6833,Drama,"El guión y los diálogos son muy buenos, la película también, pero o yo no soy muy avispado o ""en la mitad"" me perdí... y os juro que estaba muy atento y intentaba seguirla, pero hubo un momento que ya..."
"Las películas cuya trama se desarrolla en sanatorios mentales siempre son dadas a manipular al espectador para que esa fina línea que separa el mundo real de la locura siempre sea más o menos difusa a conveniencia del director, algo que ya sabemos que es del agrado de Oriol Paulo. El resultado deja buenas sensaciones y el exceso de metraje sirve para intentar perfilar con más o menos acierto las mentes de sus protagonistas, aunque muchos e interesantes personajes secundarios queden al margen. Se compensa con una buena producción visual que se recrea en el atractivo que tiene hoy en día la década de los setentas.Lo mejor:  Buena fotografía, producción visual y una Bárbara Lennie que progresa como uno de los grandes valores del cine español.Lo peor:  Aparte de esa extraña sensación de ser manipulado por el director a su conveniencia, es una película que perderá fuerza fuera de las salas de cine.www.aluCINEando.com","['Las películas cuya trama se desarrolla en sanatorios mentales siempre son dadas a manipular al espectador para que esa fina línea que separa el mundo real de la locura siempre sea más o menos difusa a conveniencia del director, algo que ya sabemos que es del agrado de Oriol Paulo.', 'El resultado deja buenas sensaciones y el exceso de metraje sirve para intentar perfilar con más o menos acierto las mentes de sus protagonistas, aunque muchos e interesantes personajes secundarios queden al margen.', 'Se compensa con una buena producción visual que se recrea en el atractivo que tiene hoy en día la década de los setentas.Lo mejor:  Buena fotografía, producción visual y una Bárbara Lennie que progresa como uno de los grandes valores del cine español.Lo peor:  Aparte de esa extraña sensación de ser manipulado por el director a su conveniencia, es una película que perderá fuerza fuera de las salas de cine.www.aluCINEando.com']",[],3,6834,Drama,Las películas cuya trama se desarrolla en sanatorios mentales siempre son dadas a manipular al espectador para que esa fina línea que separa el mundo real de la locura siempre sea más o menos difusa a...
"La verdad es que el cine español me tira mucho para atrás, difícilmente encuentro algo que cumpla con un mínimo estandar de calidad, por lo que no esperaba demasiado con esta película, pero me ha sorprendido gratamente. Sinceramente, no entiendo las críticas negativas que he leído por aquí.Aunque su metraje es largo, se devora corriendo, no aburre en ningún momento, y mantiene el interés hasta el final. Igual ha decepcionado a los que leyeron la novela, pero en mi caso, que no la leí, me ha gustado bastante.Las interpretaciones son muy creíbles, en especial Bárbara Lennie y Eduard Fernández, y hay que destacar también a Pablo Derqui, que dota a su personaje de mucho carisma.Además, buena ambientación, aunque no he entendido que, suponiendo que la historia sucede en 1979, en la comisaría de policía proceden a cambiar justo en ese momento el retrato de Franco por el del rey Juan Carlos I; imagino que el director ha introducido ese detalle por algún motivo, sea el que sea, pero me parece un recurso torpe y fuera de lugar, cuando no malintencionado.","['La verdad es que el cine español me tira mucho para atrás, difícilmente encuentro algo que cumpla con un mínimo estandar de calidad, por lo que no esperaba demasiado con esta película, pero me ha sorprendido gratamente.', 'Sinceramente, no entiendo las críticas negativas que he leído por aquí.Aunque su metraje es largo, se devora corriendo, no aburre en ningún momento, y mantiene el interés hasta el final.', 'Igual ha decepcionado a los que leyeron la novela, pero en mi caso, que no la leí, me ha gustado bastante.Las interpretaciones son muy creíbles, en especial Bárbara Lennie y Eduard Fernández, y hay que destacar también a Pablo Derqui, que dota a su personaje de mucho carisma.Además, buena ambientación, aunque no he entendido que, suponiendo que la historia sucede en 1979, en la comisaría de policía proceden a cambiar justo en ese momento el retrato de Franco por el del rey Juan Carlos I; imagino que el director ha introducido ese detalle por algún motivo, sea el que sea, pero me parece un recurso torpe y fuera de lugar, cuando no malintencionado.']",[],3,6835,Drama,"La verdad es que el cine español me tira mucho para atrás, difícilmente encuentro algo que cumpla con un mínimo estandar de calidad, por lo que no esperaba demasiado con esta película, pero me ha sorp..."
"Hay que reconocer que el director Oriol Paulo ha hecho una notable adaptación de la novela escrita por Torcuato Luca de Tena del mismo título que atrapa y consigue mantener la intriga durante los casi 160 minutos que dura la película y a la que contribuyen sobremanera la presencia tanto de Bárbara Lennie como de Eduard Fernández.Entre los puntos favorables destacaría la ambientación, la música y una gran capacidad para jugar con la intriga y la percepción que tiene el espectador en todo momento de que puede ocurrir cualquier cosa inesperada, eso sin duda es un acierto en una película tan larga, pero también se puede volver en contra si el espectador acusa la fatiga de tanto vaivén emocional que dura hasta el mismo final. Por otra parte hay momentos en los que la trama resulta descabellada y la imagen de la locura que trasmiten los internos, así como sus malvados cuidadores resulta ya muy trillada.Aún y todo se ve estupendamente y cumple en su misión de intrigar y entretener el respetable, pese a un formato poco original y que como tantas películas de la actualidad a veces parece que tienen que como objetivo final el cine de la televisión.","['Hay que reconocer que el director Oriol Paulo ha hecho una notable adaptación de la novela escrita por Torcuato Luca de Tena del mismo título que atrapa y consigue mantener la intriga durante los casi 160 minutos que dura la película y a la que contribuyen sobremanera la presencia tanto de Bárbara Lennie como de Eduard Fernández.Entre los puntos favorables destacaría la ambientación, la música y una gran capacidad para jugar con la intriga y la percepción que tiene el espectador en todo momento de que puede ocurrir cualquier cosa inesperada, eso sin duda es un acierto en una película tan larga, pero también se puede volver en contra si el espectador acusa la fatiga de tanto vaivén emocional que dura hasta el mismo final.', 'Por otra parte hay momentos en los que la trama resulta descabellada y la imagen de la locura que trasmiten los internos, así como sus malvados cuidadores resulta ya muy trillada.Aún y todo se ve estupendamente y cumple en su misión de intrigar y entretener el respetable, pese a un formato poco original y que como tantas películas de la actualidad a veces parece que tienen que como objetivo final el cine de la televisión.']",[],2,6836,Drama,Hay que reconocer que el director Oriol Paulo ha hecho una notable adaptación de la novela escrita por Torcuato Luca de Tena del mismo título que atrapa y consigue mantener la intriga durante los casi...
"Al finalizar ""El inocente"" (2021), la estupenda miniserie que Oriol Paulo firmó para Netflix el año pasado, dije algo así como, y cito a vuelapluma: que me tragaría sin problemas ocho horas del cineasta cada trescientos sesenta y cinco días siempre y cuando fuesen del nivel de esas ocho. Vale que ""Los renglones torcidos de Dios"" son solamente dos y media, pero me han valido por este año. Estoy saciado.Tras el leve bajón que me supuso ""Durante la tormenta"" (2018), Oriol Paulo vuelve a hacer de las suyas en esta adaptación de la novela homónima de Torcuato Luca de Tena. Y yo gozando como cerdo en cochiquera.A ""Los renglones torcidos de Dios"" solo le ha faltado ser más, pongamos: Paul Verhoeven, y menos un producto de esos comerciales y 'para toda la familia'.","['Al finalizar ""El inocente"" (2021), la estupenda miniserie que Oriol Paulo firmó para Netflix el año pasado, dije algo así como, y cito a vuelapluma: que me tragaría sin problemas ocho horas del cineasta cada trescientos sesenta y cinco días siempre y cuando fuesen del nivel de esas ocho.', 'Vale que ""Los renglones torcidos de Dios"" son solamente dos y media, pero me han valido por este año.', 'Estoy saciado.Tras el leve bajón que me supuso ""Durante la tormenta"" (2018), Oriol Paulo vuelve a hacer de las suyas en esta adaptación de la novela homónima de Torcuato Luca de Tena.', 'Y yo gozando como cerdo en cochiquera.A ""Los renglones torcidos de Dios"" solo le ha faltado ser más, pongamos: Paul Verhoeven, y menos un producto de esos comerciales y \'para toda la familia\'.', 'No sé si me entendéis.', 'Pero vamos, pocas quejas más.', 'O ninguna.']","['oriol', 'paulo', 'ano', 'ocho', 'renglones', 'torcidos', 'dios', 'mas', 'finalizar', 'inocente']",4,6837,Drama,"Al finalizar ""El inocente"" (2021), la estupenda miniserie que Oriol Paulo firmó para Netflix el año pasado, dije algo así como, y cito a vuelapluma: que me tragaría sin problemas ocho horas del cineas..."
"Los renglones torcidos de Dios, tienen tensión, mucho suspense y bastante entretenimiento. Está maravillosamente ambientada e interpretada, con una espléndida Bárbara Lennie (se come la pantalla), acompañada de una gran elenco de actores secundarios (se nota la mano de las estupendas Eva Leira y Yolanda Serrano, a mi modo de ver, las mejores directoras de casting de España). Pero las trampas del guion son importantes, por ejemplo, resulta bastante asombroso como, por arte de birlibirloque, se esfuma una médica forense, para dar continuidad a la trama o lo bodoque que puede llegar a resultar el inspector de policía o la escena final que es sumamente artificiosa. Salvadas esas engañifas del guion (que el montaje no pudo soslayar), la película se puede calificar de notable.","['Los renglones torcidos de Dios, tienen tensión, mucho suspense y bastante entretenimiento.', 'Está maravillosamente ambientada e interpretada, con una espléndida Bárbara Lennie (se come la pantalla), acompañada de una gran elenco de actores secundarios (se nota la mano de las estupendas Eva Leira y Yolanda Serrano, a mi modo de ver, las mejores directoras de casting de España).', 'Pero las trampas del guion son importantes, por ejemplo, resulta bastante asombroso como, por arte de birlibirloque, se esfuma una médica forense, para dar continuidad a la trama o lo bodoque que puede llegar a resultar el inspector de policía o la escena final que es sumamente artificiosa.', 'Salvadas esas engañifas del guion (que el montaje no pudo soslayar), la película se puede calificar de notable.']",[],4,6838,Drama,"Los renglones torcidos de Dios, tienen tensión, mucho suspense y bastante entretenimiento. Está maravillosamente ambientada e interpretada, con una espléndida Bárbara Lennie (se come la pantalla), aco..."
"Desde los inmensos Bárbara Lennie (Goya a Mejor actriz por su papel en “Magical girl”) y Eduard Fernández (ganador de 3 Goyas y nominado por otros muchos trabajos) hasta los formidables actores secundarios: Loreto Mauleón (serie “Patria”), Pablo Derqui (“Los ojos de Julia”) o Samuel Soler (joven actor valenciano que en esta película se desdobla dando vida a unos peculiares hermanos gemelos). El resto del reparto es fantástico, el casting de figurantes ha debido de ser de órdago…Basada en el libro homónimo de Torcuato Luca de Tena, que en su día nos leímos la mayoría de los españoles, “Los renglones torcidos de Dios” es veraz, totalmente creíble. Dirigida por Oriol Paulo (""Contratiempo"", ""Los ojos de Julia"") la película puede presumir de una estupenda ambientación – que a veces me traía recuerdos de la inolvidable “Alguien voló sobre el nido del cuco”- y de un atractivo guion. Hubiese jurado que es mucho más corta porque el tiempo pasa volando.Alice Gould (Barbara Lennie) es una detective privado que se infiltra en un sanatorio fingiendo una paranoia para intentar resolver un asesinato.","['¡Qué gusto da ver interpretaciones de tamaña envergadura!', 'Desde los inmensos Bárbara Lennie (Goya a Mejor actriz por su papel en “Magical girl”) y Eduard Fernández (ganador de 3 Goyas y nominado por otros muchos trabajos) hasta los formidables actores secundarios: Loreto Mauleón (serie “Patria”), Pablo Derqui (“Los ojos de Julia”) o Samuel Soler (joven actor valenciano que en esta película se desdobla dando vida a unos peculiares hermanos gemelos).', 'El resto del reparto es fantástico, el casting de figurantes ha debido de ser de órdago…Basada en el libro homónimo de Torcuato Luca de Tena, que en su día nos leímos la mayoría de los españoles, “Los renglones torcidos de Dios” es veraz, totalmente creíble.', 'Dirigida por Oriol Paulo (""Contratiempo"", ""Los ojos de Julia"") la película puede presumir de una estupenda ambientación – que a veces me traía recuerdos de la inolvidable “Alguien voló sobre el nido del cuco”- y de un atractivo guion.', 'Como resultado, un thriller policíaco muy entretenido, que te mantiene atento durante dos horas y media.', 'Hubiese jurado que es mucho más corta porque el tiempo pasa volando.Alice Gould (Barbara Lennie) es una detective privado que se infiltra en un sanatorio fingiendo una paranoia para intentar resolver un asesinato.', 'El director del centro (Eduard Fernández) no le pone las cosas fáciles.', '¿Qué es verdad?', '¿Qué es mentira?', 'Para lo que sí tengo respuesta es que seguro que va a ser un éxito de taquilla.']","['barbara', 'lennie', 'eduard', 'fernandez', 'ojos', 'julia', 'pelicula', 'ser', 'gusto', 'ver']",4,6839,Drama,¡Qué gusto da ver interpretaciones de tamaña envergadura! Desde los inmensos Bárbara Lennie (Goya a Mejor actriz por su papel en “Magical girl”) y Eduard Fernández (ganador de 3 Goyas y nominado por o...
"La popular novela, que no me he leído, cobra vida por fin en una producción de buena factura.Al buen resultado contribuyen, en primer lugar y por encima de todo, los actores, tanto los principales como los secundarios que hacen de locos de manera bastante creíble.Pero también pesa mucho la historia. La investigación del crimen es igual de interesante que la recreación de la vida diaria en este tipo de instituciones, hoy ya olvidadas en la Historia de España.La película combina bastante bien todos esos factores y consigue ser entretenida y no hacerse pesada en sus dos horas y media de duración. Funciona perfectamente en su equilibrio entre thriller y drama.Por supuesto, no falta el sello personal de Oriol Paulo, con su estilo Hitchcock y “Perdidos”, para que nos comamos la cabeza constantemente con sus giros retorcidos de guion.Para mí, una de las mejores películas españolas del año, bastante por encima de otras obras de 2022 ensalzadas por la crítica, pero mucho peores a nivel de entretenimiento.","['La popular novela, que no me he leído, cobra vida por fin en una producción de buena factura.Al buen resultado contribuyen, en primer lugar y por encima de todo, los actores, tanto los principales como los secundarios que hacen de locos de manera bastante creíble.Pero también pesa mucho la historia.', 'La investigación del crimen es igual de interesante que la recreación de la vida diaria en este tipo de instituciones, hoy ya olvidadas en la Historia de España.La película combina bastante bien todos esos factores y consigue ser entretenida y no hacerse pesada en sus dos horas y media de duración.', 'Funciona perfectamente en su equilibrio entre thriller y drama.Por supuesto, no falta el sello personal de Oriol Paulo, con su estilo Hitchcock y “Perdidos”, para que nos comamos la cabeza constantemente con sus giros retorcidos de guion.Para mí, una de las mejores películas españolas del año, bastante por encima de otras obras de 2022 ensalzadas por la crítica, pero mucho peores a nivel de entretenimiento.']",[],3,6840,Drama,"La popular novela, que no me he leído, cobra vida por fin en una producción de buena factura.Al buen resultado contribuyen, en primer lugar y por encima de todo, los actores, tanto los principales com..."
